Name=Ipr-low (1)
X=Bias V, V
Y=Ipr-low, nA
-4,225; -5,057
-4,211; -5,182
-4,197; -5,336
-4,183; -4,557
-4,169; -4,196
-4,155; -4,381
-4,141; -3,395
-4,127; -3,52
-4,113; -3,565
-4,099; -3,748
-4,085; -3,652
-4,071; -3,852
-4,057; -3,621
-4,043; -4,192
-4,029; -4,132
-4,015; -2,89
-4,001; -1,898
-3,987; -2,069
-3,973; -1,692
-3,959; -1,94
-3,945; -1,756
-3,931; -2,013
-3,917; -2,512
-3,903; -2,49
-3,889; -1,987
-3,875; -1,83
-3,861; -1,944
-3,847; -1,857
-3,833; -2,118
-3,819; -2,01
-3,805; -1,917
-3,791; -1,994
-3,777; -1,608
-3,763; -1,286
-3,749; -1,198
-3,735; -1,28
-3,721; -1,17
-3,707; -1,651
-3,693; -2,783
-3,679; -2,782
-3,665; -2,234
-3,651; -2,019
-3,637; -2,158
-3,623; -2,266
-3,609; -1,845
-3,595; -1,724
-3,581; -1,801
-3,567; -1,926
-3,553; -1,694
-3,539; -1,552
-3,525; -1,793
-3,511; -1,879
-3,497; -1,735
-3,482; -1,674
-3,468; -1,763
-3,454; -1,543
-3,44; -1,587
-3,426; -1,412
-3,412; -1,407
-3,398; -1,204
-3,384; -1,151
-3,37; -1,091
-3,356; -0,9599
-3,342; -1,064
-3,328; -1,068
-3,314; -1,036
-3,3; -0,8179
-3,286; -0,8637
-3,272; -0,7081
-3,258; -0,6623
-3,244; -0,763
-3,23; -0,7859
-3,216; -0,8698
-3,202; -1,056
-3,188; -1,195
-3,174; -1,126
-3,16; -0,9888
-3,146; -1,018
-3,132; -1,408
-3,118; -1,027
-3,104; -1,131
-3,09; -0,9827
-3,076; -0,8713
-3,062; -0,9278
-3,048; -0,9278
-3,034; -0,8317
-3,02; -0,8057
-3,006; -0,6608
-2,992; -0,615
-2,978; -0,6669
-2,964; -0,5784
-2,95; -0,702
-2,936; -0,6104
-2,922; -0,6135
-2,908; -0,6272
-2,894; -0,4929
-2,88; -0,3937
-2,866; -0,3968
-2,852; -0,4746
-2,838; -0,557
-2,824; -0,6348
-2,81; -0,5784
-2,796; -0,5799
-2,782; -0,5982
-2,768; -0,5478
-2,754; -0,4898
-2,74; -0,4517
-2,726; -0,4715
-2,712; -0,4715
-2,698; -0,5082
-2,684; -0,47
-2,67; -0,5906
-2,656; -0,5967
-2,642; -0,5539
-2,628; -0,528
-2,614; -0,4761
-2,6; -0,5051
-2,586; -0,4196
-2,572; -0,3907
-2,558; -0,412
-2,544; -0,3464
-2,53; -0,38
-2,516; -0,3617
-2,502; -0,3189
-2,487; -0,3617
-2,473; -0,3266
-2,459; -0,2426
-2,445; -0,2991
-2,431; -0,3174
-2,417; -0,3907
-2,403; -0,3357
-2,389; -0,3113
-2,375; -0,2777
-2,361; -0,2426
-2,347; -0,3479
-2,333; -0,3571
-2,319; -0,3266
-2,305; -0,3556
-2,291; -0,3784
-2,277; -0,3327
-2,263; -0,2808
-2,249; -0,2594
-2,235; -0,2197
-2,221; -0,1953
-2,207; -0,2014
-2,193; -0,2472
-2,179; -0,2915
-2,165; -0,2701
-2,151; -0,2777
-2,137; -0,2777
-2,123; -0,2747
-2,109; -0,2991
-2,095; -0,1999
-2,081; -0,1862
-2,067; -0,1404
-2,053; -0,1465
-2,039; -0,116
-2,025; -0,1007
-2,011; -0,1099
-1,997; -0,1083
-1,983; -0,1267
-1,969; -0,1144
-1,955; -0,1816
-1,941; -0,2869
-1,927; -0,3189
-1,913; -0,2915
-1,899; -0,264
-1,885; -0,2518
-1,871; -0,2518
-1,857; -0,1923
-1,843; -0,1953
-1,829; -0,1907
-1,815; -0,1724
-1,801; -0,1831
-1,787; -0,1953
-1,773; -0,2182
-1,759; -0,2121
-1,745; -0,1907
-1,731; -0,1831
-1,717; -0,1862
-1,703; -0,1587
-1,689; -0,1389
-1,675; -0,1251
-1,661; -0,1358
-1,647; -0,1312
-1,633; -0,08851
-1,619; -0,03357
-1,605; -0,01526
-1,591; 0,003052
-1,577; -0,00763
-1,563; -0,00763
-1,549; -0,01068
-1,535; 0
-1,521; 0
-1,507; -0,006104
-1,492; -0,006104
-1,478; -0,02594
-1,464; -0,01068
-1,45; -0,01221
-1,436; -0,004578
-1,422; 0
-1,408; 0,003052
-1,394; 0,01526
-1,38; 0,01221
-1,366; 0,00763
-1,352; 0,01526
-1,338; 0,01526
-1,324; 0,01831
-1,31; 0,01679
-1,296; 0,01526
-1,282; 0,02747
-1,268; 0,03205
-1,254; 0,03052
-1,24; 0,02594
-1,226; 0,02289
-1,212; 0,02899
-1,198; 0,03205
-1,184; 0,02594
-1,17; 0,02747
-1,156; 0,02899
-1,142; 0,02747
-1,128; 0,03052
-1,114; 0,02442
-1,1; 0,02594
-1,086; 0,02899
-1,072; 0,03052
-1,058; 0,03205
-1,044; 0,02899
-1,03; 0,02899
-1,016; 0,02594
-1,002; 0,02442
-0,988; 0,03052
-0,974; 0,02899
-0,96; 0,03357
-0,9459; 0,0351
-0,9319; 0,03662
-0,9179; 0,0351
-0,9039; 0,03205
-0,8899; 0,03205
-0,8759; 0,03968
-0,8619; 0,03662
-0,8479; 0,03662
-0,8338; 0,03968
-0,8198; 0,03968
-0,8058; 0,0351
-0,7918; 0,0412
-0,7778; 0,03662
-0,7638; 0,03968
-0,7498; 0,04425
-0,7357; 0,0412
-0,7217; 0,03815
-0,7077; 0,04578
-0,6937; 0,04883
-0,6797; 0,04273
-0,6657; 0,04883
-0,6517; 0,04731
-0,6376; 0,04425
-0,6236; 0,05188
-0,6096; 0,05341
-0,5956; 0,04578
-0,5816; 0,05188
-0,5676; 0,05494
-0,5536; 0,06257
-0,5395; 0,06104
-0,5255; 0,05646
-0,5115; 0,05494
-0,4975; 0,06104
-0,4835; 0,05951
-0,4695; 0,06257
-0,4555; 0,06104
-0,4414; 0,06409
-0,4274; 0,06562
-0,4134; 0,0702
-0,3994; 0,0702
-0,3854; 0,06867
-0,3714; 0,06867
-0,3574; 0,0702
-0,3433; 0,07172
-0,3293; 0,0763
-0,3153; 0,07783
-0,3013; 0,0763
-0,2873; 0,07172
-0,2733; 0,07935
-0,2593; 0,08088
-0,2452; 0,0824
-0,2312; 0,09003
-0,2172; 0,08698
-0,2032; 0,09156
-0,1892; 0,09003
-0,1752; 0,08851
-0,1612; 0,09461
-0,1471; 0,09614
-0,1331; 0,09614
-0,1191; 0,09614
-0,1051; 0,09766
-0,09109; 0,09614
-0,07708; 0,1022
-0,06306; 0,09919
-0,04905; 0,1038
-0,03503; 0,1038
-0,02102; 0,1083
-0,007007; 0,1114
0,007007; 0,1129
0,02102; 0,1129
0,03504; 0,1114
0,04905; 0,1144
0,06306; 0,1144
0,07708; 0,1175
0,09109; 0,1175
0,1051; 0,1236
0,1191; 0,1297
0,1331; 0,1206
0,1471; 0,1312
0,1612; 0,1206
0,1752; 0,1251
0,1892; 0,1282
0,2032; 0,1267
0,2172; 0,1404
0,2312; 0,1343
0,2452; 0,145
0,2593; 0,1419
0,2733; 0,1434
0,2873; 0,1434
0,3013; 0,1511
0,3153; 0,1572
0,3293; 0,1541
0,3433; 0,1587
0,3574; 0,1618
0,3714; 0,1633
0,3854; 0,177
0,3994; 0,1923
0,4134; 0,2243
0,4274; 0,2091
0,4414; 0,206
0,4555; 0,2121
0,4695; 0,232
0,4835; 0,2854
0,4975; 0,3281
0,5115; 0,2899
0,5255; 0,2564
0,5395; 0,2655
0,5536; 0,267
0,5676; 0,3525
0,5816; 0,6028
0,5956; 0,7187
0,6096; 0,6623
0,6236; 0,7706
0,6376; 0,6913
0,6517; 0,6989
0,6657; 0,7187
0,6797; 1,073
0,6937; 1,773
0,7077; 3,406
0,7217; 2,82
0,7357; 2,202
0,7498; 1,676
0,7638; 2,294
0,7778; 1,63
0,7918; 1,236
0,8058; 0,9995
0,8198; 1,015
0,8338; 1,114
0,8479; 1,41
0,8619; 1,595
0,8759; 1,657
0,8899; 1,619
0,9039; 1,544
0,9179; 1,917
0,9319; 2,175
0,946; 2,13
0,96; 2,019
0,974; 1,72
0,988; 1,927
1,002; 2,217
1,016; 2,474
1,03; 2,634
1,044; 2,832
1,058; 3,15
1,072; 3,725
1,086; 4,331
1,1; 5,298
1,114; 10,66
1,128; 10,76
1,142; 7,473
1,156; 9,382
1,17; 17,56
1,184; 43,04
1,198; 33,93
1,212; 20,39
1,226; 17,8
1,24; 20,25
1,254; 24,13
1,268; 17,83
1,282; 12,95
1,296; 11,5
1,31; 13,86
1,324; 17,27
1,338; 21,62
1,352; 22,17
1,366; 21,4
1,38; 20,06
1,394; 19,71
1,408; 12,05
1,422; 11,9
1,436; 9,493
1,45; 10,57
1,464; 9,965
1,478; 9,064
1,492; 8,303
1,507; 8,298
1,521; 8,384
1,535; 12,3
1,549; 14,41
1,563; 14,1
1,577; 15,15
1,591; 18,55
1,605; 19,99
1,619; 30,95
1,633; 34,44
1,647; 36,37
1,661; 33,63
1,675; 21,49
1,689; 16,6
1,703; 16,57
1,717; 14,72
1,731; 14,93
1,745; 17,32
1,759; 14,56
1,773; 12,89
1,787; 12,87
1,801; 14,51
1,815; 33,61
1,829; 35,89
1,843; 28,37
1,857; 19,22
1,871; 26,59
1,885; 23,77
1,899; 12,46
1,913; 8,422
1,927; 11,07
1,941; 28,35
1,955; 26,71
1,969; 18,11
1,983; 14,28
1,997; 20,55
2,011; 25,23
2,025; 28,2
2,039; 29,48
2,053; 27,36
2,067; 25,45
2,081; 19,41
2,095; 19,13
2,109; 18,68
2,123; 20,74
2,137; 29,11
2,151; 25,78
2,165; 24,66
2,179; 31,61
2,193; 50,02
2,207; 50,02
2,221; 50,02
2,235; 50,02
2,249; 50,02
2,263; 50,02
2,277; 50,02
2,291; 50,02
2,305; 49,01
2,319; 24,49
2,333; 19,39
2,347; 15,64
2,361; 16,36
2,375; 12,38
2,389; 9,394
2,403; 7,957
2,417; 8,659
2,431; 9,513
2,445; 7,776
2,459; 5,86
2,473; 7,577
2,487; 15,86
2,502; 24,45
2,516; 19,08
2,53; 20,51
2,544; 25,6
2,558; 28,01
2,572; 29,38
2,586; 21,03
2,6; 13,16
2,614; 22,08
2,628; 29,27
2,642; 18,93
2,656; 15,52
2,67; 33,36
2,684; 32,1
2,698; 50,02
2,712; 50,02
2,726; 50,02
2,74; 50,02
2,754; 50,02
2,768; 50,02
2,782; 38,17
2,796; 27,13
2,81; 18,63
2,824; 22,95
2,838; 24,27
2,852; 50,02
2,866; 50,02
2,88; 50,02
2,894; 45,81
2,908; 50,02
2,922; 50,02
2,936; 50,02
2,95; 50,02
2,964; 50,02
2,978; 50,02
2,992; 50,02
3,006; 50,02
3,02; 50,02
3,034; 50,02
3,048; 50,02
3,062; 50,02
3,076; 50,02
3,09; 50,02
3,104; 50,02
3,118; 50,02
3,132; 50,02
3,146; 50,02
3,16; 50,02
3,174; 50,02
3,188; 50,02
3,202; 50,02
3,216; 50,02
3,23; 50,02
3,244; 50,02
3,258; 50,02
3,272; 50,02
3,286; 50,02
3,3; 50,02
3,314; 50,02
3,328; 50,02
3,342; 50,02
3,356; 50,02
3,37; 50,02
3,384; 50,02
3,398; 50,02
3,412; 50,02
3,426; 50,02
3,44; 50,02
3,454; 50,02
3,468; 50,02
3,482; 50,02
3,497; 50,02
3,511; 50,02
3,525; 50,02
3,539; 50,02
3,553; 50,02
3,567; 50,02
3,581; 50,02
3,595; 50,02
3,609; 50,02
3,623; 50,02
3,637; 50,02
3,651; 50,02
3,665; 50,02
3,679; 50,02
3,693; 50,02
3,707; 50,02
3,721; 50,02
3,735; 50,02
3,749; 50,02
3,763; 50,02
3,777; 50,02
3,791; 50,02
3,805; 50,02
3,819; 50,02
3,833; 50,02
3,847; 50,02
3,861; 50,02
3,875; 50,02
3,889; 50,02
3,903; 50,02
3,917; 50,02
3,931; 50,02
3,945; 50,02
3,959; 50,02
3,973; 50,02
3,987; 50,02
4,001; 50,02
4,015; 50,02
4,029; 50,02
4,043; 50,02
4,057; 50,02
4,071; 50,02
4,085; 50,02
4,099; 50,02
4,113; 50,02
4,127; 50,02
4,141; 50,02
4,155; 50,02
4,169; 50,02
4,183; 50,02
4,197; 50,02
4,211; 50,02
4,225; 50,02
4,239; 50,02
4,253; 50,02
4,267; 50,02
4,281; 50,02
4,295; 50,02
4,309; 50,02
4,323; 50,02
4,337; 50,02
4,351; 50,02
4,365; 50,02
4,379; 50,02
4,393; 50,02
4,407; 50,02
4,421; 50,02
4,435; 50,02
4,449; 50,02
4,463; 50,02
4,477; 50,02
4,492; 50,02
4,506; 50,02
4,52; 50,02
4,534; 50,02
4,548; 50,02
4,562; 50,02
4,576; 50,02
4,59; 50,02
4,604; 50,02
4,618; 50,02
4,632; 50,02
4,646; 50,02
4,66; 50,02
4,674; 50,02
4,688; 50,02
4,702; 50,02
4,716; 50,02
4,73; 50,02
4,744; 50,02
4,758; 50,02
4,772; 50,02
4,786; 50,02
4,8; 50,02
4,814; 50,02
4,828; 50,02
4,842; 50,02
4,856; 50,02
4,87; 50,02
4,884; 50,02
4,898; 50,02
4,912; 50,02
4,926; 50,02
4,94; 50,02
4,954; 50,02
4,968; 50,02
4,982; 50,02
4,996; 50,02
5,01; 50,02
5,024; 50,02
5,038; 50,02
5,052; 50,02
5,066; 50,02
5,08; 50,02
5,094; 50,02
5,108; 50,02
5,122; 50,02
5,136; 50,02
5,15; 50,02
5,164; 50,02
5,178; 50,02
5,192; 50,02
5,206; 50,02
5,22; 50,02
5,234; 50,02
5,248; 50,02
5,262; 50,02
5,276; 50,02
5,29; 50,02
5,304; 50,02
5,318; 50,02
5,332; 50,02
5,346; 50,02
5,36; 50,02
5,374; 50,02
5,388; 50,02
5,402; 50,02
5,416; 50,02
5,43; 50,02
5,444; 50,02
5,458; 50,02
5,472; 50,02
5,487; 50,02
5,501; 50,02
5,515; 50,02
5,529; 50,02
5,543; 50,02
5,557; 50,02
5,571; 50,02
5,585; 50,02
5,599; 50,02
5,613; 50,02
5,627; 50,02
5,641; 50,02
5,655; 50,02
5,669; 50,02
5,683; 50,02
5,697; 50,02
5,711; 50,02
5,725; 50,02
5,739; 50,02
5,753; 50,02
5,767; 50,02
5,781; 50,02
5,795; 50,02
5,809; 50,02
5,823; 50,02
5,837; 50,02
5,851; 50,02
5,865; 50,02
5,879; 50,02
5,893; 50,02
5,907; 50,02
5,921; 50,02
5,935; 50,02
5,949; 50,02
5,963; 50,02
5,977; 50,02
5,991; 50,02
6,005; 50,02
6,019; 50,02
6,033; 50,02
6,047; 50,02
6,061; 50,02
6,075; 50,02
6,089; 50,02
6,103; 50,02
6,117; 50,02
6,131; 50,02
6,145; 50,02
6,159; 50,02
6,173; 50,02
6,187; 50,02
6,201; 50,02
6,215; 50,02
6,229; 50,02
6,243; 50,02
6,257; 50,02
6,271; 50,02
6,285; 50,02
6,299; 50,02
6,313; 50,02
6,327; 50,02
6,341; 50,02
6,355; 50,02
6,369; 50,02
6,383; 50,02
6,397; 50,02
6,411; 50,02
6,425; 50,02
6,439; 50,02
6,453; 50,02
6,467; 50,02
6,482; 50,02
6,496; 50,02
6,51; 50,02
6,524; 50,02
6,538; 50,02
6,552; 50,02
6,566; 50,02
6,58; 50,02
6,594; 50,02
6,608; 50,02
6,622; 50,02
6,636; 50,02
6,65; 50,02
6,664; 50,02
6,678; 50,02
6,692; 50,02
6,706; 50,02
6,72; 50,02
6,734; 50,02
6,748; 50,02
6,762; 50,02
6,776; 50,02
6,79; 50,02
6,804; 50,02
6,818; 50,02
6,832; 50,02
6,846; 50,02
6,86; 50,02
6,874; 50,02
6,888; 50,02
6,902; 50,02
6,916; 50,02
6,93; 50,02
6,944; 50,02
6,958; 50,02
6,972; 50,02
6,986; 50,02
7; 50,02


Name=Ipr-low (2)
X=Bias V, V
Y=Ipr-low, nA
-7; -49,99
-6,986; -49,99
-6,972; -49,99
-6,958; -49,99
-6,944; -49,99
-6,93; -49,99
-6,916; -49,99
-6,902; -49,99
-6,888; -49,99
-6,874; -49,99
-6,86; -49,99
-6,846; -49,99
-6,832; -49,99
-6,818; -49,99
-6,804; -49,99
-6,79; -49,99
-6,776; -49,99
-6,762; -49,99
-6,748; -49,99
-6,734; -49,99
-6,72; -49,99
-6,706; -49,99
-6,692; -49,99
-6,678; -49,99
-6,664; -49,99
-6,65; -49,99
-6,636; -49,99
-6,622; -49,99
-6,608; -49,99
-6,594; -49,99
-6,58; -49,99
-6,566; -49,99
-6,552; -49,99
-6,538; -49,99
-6,524; -49,99
-6,51; -49,99
-6,496; -49,99
-6,482; -49,99
-6,467; -49,99
-6,453; -49,99
-6,439; -49,99
-6,425; -49,99
-6,411; -49,99
-6,397; -49,99
-6,383; -49,99
-6,369; -49,99
-6,355; -49,99
-6,341; -49,99
-6,327; -49,99
-6,313; -49,99
-6,299; -49,99
-6,285; -49,99
-6,271; -49,99
-6,257; -49,99
-6,243; -49,99
-6,229; -49,99
-6,215; -49,99
-6,201; -49,99
-6,187; -49,99
-6,173; -49,99
-6,159; -49,99
-6,145; -49,99
-6,131; -49,99
-6,117; -49,99
-6,103; -49,99
-6,089; -49,99
-6,075; -49,99
-6,061; -49,99
-6,047; -49,99
-6,033; -49,99
-6,019; -49,99
-6,005; -49,99
-5,991; -49,99
-5,977; -49,99
-5,963; -49,99
-5,949; -49,99
-5,935; -49,99
-5,921; -49,99
-5,907; -49,99
-5,893; -49,99
-5,879; -49,99
-5,865; -49,99
-5,851; -49,99
-5,837; -49,99
-5,823; -49,99
-5,809; -49,99
-5,795; -49,99
-5,781; -49,99
-5,767; -49,99
-5,753; -49,99
-5,739; -49,99
-5,725; -49,99
-5,711; -49,99
-5,697; -49,99
-5,683; -49,99
-5,669; -49,99
-5,655; -49,99
-5,641; -49,99
-5,627; -49,99
-5,613; -49,99
-5,599; -49,99
-5,585; -49,99
-5,571; -49,99
-5,557; -49,99
-5,543; -49,99
-5,529; -49,99
-5,515; -49,99
-5,501; -49,99
-5,487; -49,99
-5,472; -49,99
-5,458; -49,99
-5,444; -49,99
-5,43; -49,99
-5,416; -49,99
-5,402; -49,99
-5,388; -49,99
-5,374; -49,99
-5,36; -49,99
-5,346; -49,99
-5,332; -49,99
-5,318; -49,99
-5,304; -49,99
-5,29; -49,99
-5,276; -49,99
-5,262; -49,99
-5,248; -49,99
-5,234; -49,99
-5,22; -49,99
-5,206; -49,99
-5,192; -49,99
-5,178; -49,99
-5,164; -49,99
-5,15; -49,99
-5,136; -49,99
-5,122; -49,99
-5,108; -49,99
-5,094; -49,99
-5,08; -49,99
-5,066; -49,99
-5,052; -49,99
-5,038; -49,99
-5,024; -49,99
-5,01; -49,99
-4,996; -49,99
-4,982; -49,99
-4,968; -49,99
-4,954; -49,99
-4,94; -49,99
-4,926; -49,99
-4,912; -49,99
-4,898; -49,99
-4,884; -49,99
-4,87; -49,99
-4,856; -49,99
-4,842; -49,99
-4,828; -49,99
-4,814; -49,99
-4,8; -49,99
-4,786; -49,99
-4,772; -49,99
-4,758; -49,99
-4,744; -49,99
-4,73; -49,99
-4,716; -49,99
-4,702; -49,99
-4,688; -49,99
-4,674; -49,99
-4,66; -49,99
-4,646; -49,99
-4,632; -49,99
-4,618; -49,99
-4,604; -49,99
-4,59; -49,99
-4,576; -49,99
-4,562; -49,99
-4,548; -49,99
-4,534; -49,99
-4,52; -49,99
-4,506; -49,99
-4,492; -49,99
-4,477; -49,99
-4,463; -49,99
-4,449; -49,99
-4,435; -49,99
-4,421; -49,99
-4,407; -49,99
-4,393; -49,99
-4,379; -49,99
-4,365; -49,99
-4,351; -49,99
-4,337; -49,99
-4,323; -49,99
-4,309; -49,99
-4,295; -49,99
-4,281; -49,99
-4,267; -49,99
-4,253; -49,99
-4,239; -49,99
-4,225; -49,99
-4,211; -49,99
-4,197; -49,99
-4,183; -49,99
-4,169; -49,99
-4,155; -49,99
-4,141; -49,99
-4,127; -49,99
-4,113; -49,99
-4,099; -49,99
-4,085; -49,99
-4,071; -49,99
-4,057; -49,99
-4,043; -49,99
-4,029; -49,99
-4,015; -49,99
-4,001; -49,99
-3,987; -49,99
-3,973; -49,99
-3,959; -49,99
-3,945; -49,99
-3,931; -49,99
-3,917; -49,99
-3,903; -49,99
-3,889; -49,99
-3,875; -49,99
-3,861; -49,99
-3,847; -49,99
-3,833; -49,99
-3,819; -49,99
-3,805; -49,99
-3,791; -49,99
-3,777; -49,99
-3,763; -49,99
-3,749; -49,99
-3,735; -49,99
-3,721; -49,99
-3,707; -49,99
-3,693; -49,99
-3,679; -49,99
-3,665; -49,99
-3,651; -49,99
-3,637; -49,99
-3,623; -49,99
-3,609; -49,99
-3,595; -49,99
-3,581; -49,99
-3,567; -49,99
-3,553; -49,99
-3,539; -49,99
-3,525; -49,99
-3,511; -49,99
-3,497; -49,99
-3,482; -49,99
-3,468; -49,99
-3,454; -49,99
-3,44; -49,99
-3,426; -49,99
-3,412; -49,99
-3,398; -49,99
-3,384; -49,99
-3,37; -49,99
-3,356; -49,99
-3,342; -49,99
-3,328; -49,99
-3,314; -49,99
-3,3; -49,99
-3,286; -49,99
-3,272; -49,99
-3,258; -49,99
-3,244; -49,99
-3,23; -49,99
-3,216; -49,99
-3,202; -49,99
-3,188; -49,99
-3,174; -49,99
-3,16; -49,99
-3,146; -49,99
-3,132; -49,99
-3,118; -49,99
-3,104; -49,99
-3,09; -49,99
-3,076; -49,99
-3,062; -49,99
-3,048; -49,99
-3,034; -49,99
-3,02; -49,99
-3,006; -49,99
-2,992; -49,99
-2,978; -49,99
-2,964; -49,99
-2,95; -49,99
-2,936; -49,99
-2,922; -49,99
-2,908; -49,99
-2,894; -49,99
-2,88; -49,99
-2,866; -49,99
-2,852; -49,99
-2,838; -49,99
-2,824; -49,99
-2,81; -49,99
-2,796; -49,99
-2,782; -49,99
-2,768; -49,99
-2,754; -49,99
-2,74; -49,99
-2,726; -49,99
-2,712; -49,99
-2,698; -49,99
-2,684; -49,99
-2,67; -49,99
-2,656; -49,99
-2,642; -49,99
-2,628; -49,99
-2,614; -49,99
-2,6; -49,99
-2,586; -49,99
-2,572; -49,99
-2,558; -49,99
-2,544; -49,99
-2,53; -49,99
-2,516; -49,99
-2,502; -49,99
-2,487; -49,99
-2,473; -49,99
-2,459; -49,99
-2,445; -49,99
-2,431; -49,99
-2,417; -49,99
-2,403; -49,99
-2,389; -49,99
-2,375; -49,99
-2,361; -49,99
-2,347; -49,99
-2,333; -49,99
-2,319; -49,99
-2,305; -49,99
-2,291; -49,99
-2,277; -49,99
-2,263; -49,99
-2,249; -49,99
-2,235; -49,99
-2,221; -49,99
-2,207; -49,99
-2,193; -49,99
-2,179; -49,99
-2,165; -49,99
-2,151; -49,99
-2,137; -49,99
-2,123; -49,99
-2,109; -49,99
-2,095; -49,99
-2,081; -49,99
-2,067; -49,99
-2,053; -49,99
-2,039; -49,99
-2,025; -49,99
-2,011; -49,99
-1,997; -49,99
-1,983; -49,99
-1,969; -49,99
-1,955; -49,99
-1,941; -49,99
-1,927; -49,99
-1,913; -49,99
-1,899; -49,99
-1,885; -49,99
-1,871; -49,99
-1,857; -49,99
-1,843; -49,99
-1,829; -49,99
-1,815; -49,99
-1,801; -49,99
-1,787; -49,99
-1,773; -49,99
-1,759; -49,99
-1,745; -49,99
-1,731; -49,99
-1,717; -49,99
-1,703; -49,99
-1,689; -49,99
-1,675; -49,99
-1,661; -49,99
-1,647; -49,99
-1,633; -49,99
-1,619; -49,99
-1,605; -49,99
-1,591; -49,99
-1,577; -49,99
-1,563; -49,99
-1,549; -49,99
-1,535; -49,99
-1,521; -49,99
-1,507; -49,99
-1,492; -49,99
-1,478; -49,99
-1,464; -49,99
-1,45; -49,99
-1,436; -49,99
-1,422; -49,99
-1,408; -49,99
